sku,location_id,part_name,category,city,country_code,climate_zone,volatility_score,seasonality_score,weather_sensitivity_score,business_impact_score,peak_month,primary_trigger,primary_trigger_label,primary_trigger_uplift_percent,best_window_days,best_window_wape_percent,sensitivity_segment,profile_summary
PEU-WINTER-TIRE-205,FI_HEL,Anvelopa iarna 205/55R16,tires,Helsinki,,Nordic,0.987,2.8914,1.3555,93.8,11,weather_spike_flag,weather spike,135.5,7,15.7962,weather_sensitive,"Helsinki / Anvelopa iarna 205/55R16: peak month 11, trigger weather spike (+135.5%), recommended window 7 zile."
PEU-AC-REFILL,ES_MAD,Kit incarcare clima R134a/R1234yf,ac_cooling,Madrid,,South,0.9678,2.5814,5.1764,93.66,7,heatwave_flag,heatwave,517.6,7,16.4501,weather_sensitive,"Madrid / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+517.6%), recommended window 7 zile."
PEU-AC-REFILL,RO_BUC,Kit incarcare clima R134a/R1234yf,ac_cooling,Bucharest,,East,1.0112,2.9916,3.9404,91.55,7,heatwave_flag,heatwave,394.0,7,16.4501,weather_sensitive,"Bucharest / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+394.0%), recommended window 7 zile."
PEU-WINTER-TIRE-205,EE_TLL,Anvelopa iarna 205/55R16,tires,Tallinn,,Nordic,0.9574,2.749,1.3021,91.32,11,weather_spike_flag,weather spike,130.2,7,15.7962,weather_sensitive,"Tallinn / Anvelopa iarna 205/55R16: peak month 11, trigger weather spike (+130.2%), recommended window 7 zile."
PEU-WINTER-TIRE-205,SE_STO,Anvelopa iarna 205/55R16,tires,Stockholm,,Nordic,0.954,2.6798,1.1546,89.68,11,weather_spike_flag,weather spike,115.5,7,15.7962,weather_sensitive,"Stockholm / Anvelopa iarna 205/55R16: peak month 11, trigger weather spike (+115.5%), recommended window 7 zile."
PEU-WINTER-TIRE-205,FR_PAR,Anvelopa iarna 205/55R16,tires,Paris,,West,0.9548,2.6189,1.1633,86.41,11,cold_snap_flag,cold snap,116.3,7,15.7962,weather_sensitive,"Paris / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+116.3%), recommended window 7 zile."
PEU-WINTER-TIRE-205,NL_AMS,Anvelopa iarna 205/55R16,tires,Amsterdam,,West,0.9398,2.5681,1.1754,85.19,11,cold_snap_flag,cold snap,117.5,7,15.7962,weather_sensitive,"Amsterdam / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+117.5%), recommended window 7 zile."
PEU-AC-REFILL,FR_PAR,Kit incarcare clima R134a/R1234yf,ac_cooling,Paris,,West,0.8542,2.3113,2.0929,84.7,7,heatwave_flag,heatwave,209.3,7,16.4501,weather_sensitive,"Paris / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+209.3%), recommended window 7 zile."
PEU-WF-WINTER-5L,FI_HEL,Lichid parbriz iarna -20C 5L,winter_fluids,Helsinki,,Nordic,0.7408,1.9504,2.2696,84.54,12,weather_spike_flag,weather spike,227.0,7,12.9837,weather_sensitive,"Helsinki / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+227.0%), recommended window 7 zile."
PEU-WINTER-TIRE-205,IT_MIL,Anvelopa iarna 205/55R16,tires,Milan,,South,0.9433,2.564,1.1565,84.4,11,cold_snap_flag,cold snap,115.6,7,15.7962,weather_sensitive,"Milan / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+115.6%), recommended window 7 zile."
PEU-WF-WINTER-5L,EE_TLL,Lichid parbriz iarna -20C 5L,winter_fluids,Tallinn,,Nordic,0.7381,1.9785,2.2321,84.31,12,weather_spike_flag,weather spike,223.2,7,12.9837,weather_sensitive,"Tallinn / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+223.2%), recommended window 7 zile."
PEU-WINTER-TIRE-205,DE_BER,Anvelopa iarna 205/55R16,tires,Berlin,,Central,0.9222,2.4815,1.098,84.17,11,cold_snap_flag,cold snap,109.8,7,15.7962,weather_sensitive,"Berlin / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+109.8%), recommended window 7 zile."
PEU-WINTER-TIRE-205,ES_MAD,Anvelopa iarna 205/55R16,tires,Madrid,,South,0.9447,2.5863,1.1345,84.0,11,cold_snap_flag,cold snap,113.4,7,15.7962,weather_sensitive,"Madrid / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+113.4%), recommended window 7 zile."
PEU-WINTER-TIRE-205,DK_CPH,Anvelopa iarna 205/55R16,tires,Copenhagen,,North_Central,0.9322,2.5575,1.0995,83.87,11,cold_snap_flag,cold snap,110.0,7,15.7962,weather_sensitive,"Copenhagen / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+110.0%), recommended window 7 zile."
PEU-WF-WINTER-5L,SE_STO,Lichid parbriz iarna -20C 5L,winter_fluids,Stockholm,,Nordic,0.7283,1.9083,2.0075,83.38,12,weather_spike_flag,weather spike,200.7,7,12.9837,weather_sensitive,"Stockholm / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+200.7%), recommended window 7 zile."
PEU-AC-REFILL,FI_HEL,Kit incarcare clima R134a/R1234yf,ac_cooling,Helsinki,,Nordic,0.8156,2.1467,1.5299,83.26,7,heatwave_flag,heatwave,153.0,7,16.4501,weather_sensitive,"Helsinki / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+153.0%), recommended window 7 zile."
PEU-WINTER-TIRE-205,PL_WAW,Anvelopa iarna 205/55R16,tires,Warsaw,,Central,0.9163,2.4471,1.0051,83.08,11,temperature_drop_flag,temperature drop,100.5,7,15.7962,weather_sensitive,"Warsaw / Anvelopa iarna 205/55R16: peak month 11, trigger temperature drop (+100.5%), recommended window 7 zile."
PEU-WINTER-TIRE-205,RO_BUC,Anvelopa iarna 205/55R16,tires,Bucharest,,East,0.9189,2.4649,1.1254,82.94,11,cold_snap_flag,cold snap,112.5,7,15.7962,weather_sensitive,"Bucharest / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+112.5%), recommended window 7 zile."
PEU-WINTER-TIRE-205,CZ_PRG,Anvelopa iarna 205/55R16,tires,Prague,,Central,0.9243,2.4538,1.0603,82.71,11,cold_snap_flag,cold snap,106.0,7,15.7962,weather_sensitive,"Prague / Anvelopa iarna 205/55R16: peak month 11, trigger cold snap (+106.0%), recommended window 7 zile."
PEU-AC-REFILL,SE_STO,Kit incarcare clima R134a/R1234yf,ac_cooling,Stockholm,,Nordic,0.8167,2.1555,1.5468,82.43,7,heatwave_flag,heatwave,154.7,7,16.4501,weather_sensitive,"Stockholm / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+154.7%), recommended window 7 zile."
PEU-AC-REFILL,PL_WAW,Kit incarcare clima R134a/R1234yf,ac_cooling,Warsaw,,Central,0.8545,2.3448,2.0618,81.71,7,heatwave_flag,heatwave,206.2,7,16.4501,weather_sensitive,"Warsaw / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+206.2%), recommended window 7 zile."
PEU-AC-REFILL,DE_BER,Kit incarcare clima R134a/R1234yf,ac_cooling,Berlin,,Central,0.8372,2.3397,1.9542,81.6,7,heatwave_flag,heatwave,195.4,7,16.4501,weather_sensitive,"Berlin / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+195.4%), recommended window 7 zile."
PEU-AC-REFILL,EE_TLL,Kit incarcare clima R134a/R1234yf,ac_cooling,Tallinn,,Nordic,0.8137,2.149,1.542,81.04,7,heatwave_flag,heatwave,154.2,7,16.4501,weather_sensitive,"Tallinn / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+154.2%), recommended window 7 zile."
PEU-AC-REFILL,CZ_PRG,Kit incarcare clima R134a/R1234yf,ac_cooling,Prague,,Central,0.8482,2.334,2.0266,79.95,7,heatwave_flag,heatwave,202.7,7,16.4501,weather_sensitive,"Prague / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+202.7%), recommended window 7 zile."
PEU-AC-REFILL,NL_AMS,Kit incarcare clima R134a/R1234yf,ac_cooling,Amsterdam,,West,0.8161,2.1444,1.525,79.81,7,heatwave_flag,heatwave,152.5,7,16.4501,weather_sensitive,"Amsterdam / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+152.5%), recommended window 7 zile."
PEU-AC-REFILL,DK_CPH,Kit incarcare clima R134a/R1234yf,ac_cooling,Copenhagen,,North_Central,0.815,2.1332,1.612,79.0,7,heatwave_flag,heatwave,161.2,7,16.4501,weather_sensitive,"Copenhagen / Kit incarcare clima R134a/R1234yf: peak month 7, trigger heatwave (+161.2%), recommended window 7 zile."
PEU-WF-WINTER-5L,PL_WAW,Lichid parbriz iarna -20C 5L,winter_fluids,Warsaw,,Central,0.7007,1.8519,1.4082,77.48,12,weather_spike_flag,weather spike,140.8,7,12.9837,weather_sensitive,"Warsaw / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+140.8%), recommended window 7 zile."
PEU-WF-WINTER-5L,CZ_PRG,Lichid parbriz iarna -20C 5L,winter_fluids,Prague,,Central,0.6798,1.8455,1.2257,75.72,12,weather_spike_flag,weather spike,122.6,7,12.9837,weather_sensitive,"Prague / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+122.6%), recommended window 7 zile."
PEU-WF-WINTER-5L,DE_BER,Lichid parbriz iarna -20C 5L,winter_fluids,Berlin,,Central,0.6728,1.7547,1.0174,74.86,12,weather_spike_flag,weather spike,101.7,7,12.9837,weather_sensitive,"Berlin / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+101.7%), recommended window 7 zile."
PEU-WF-WINTER-5L,RO_BUC,Lichid parbriz iarna -20C 5L,winter_fluids,Bucharest,,East,0.6766,1.7887,1.1145,74.44,12,weather_spike_flag,weather spike,111.4,7,12.9837,weather_sensitive,"Bucharest / Lichid parbriz iarna -20C 5L: peak month 12, trigger weather spike (+111.4%), recommended window 7 zile."
